customer_id,Recency Days,Frequency,Revenue,R Score,F Score,M Score,RFM Score,RFM Segment
2226,353,1,4514,1,1,3,113,Hibernating
2227,279,1,508.2,1,1,2,112,Lost
2228,291,1,1168.78,1,1,2,112,Lost
2229,312,1,1940.76,1,1,2,112,Lost
2232,319,1,490.58,1,1,1,111,Lost
2234,323,1,66.76,1,1,1,111,Lost
2236,250,1,802.98,1,1,2,112,Lost
2237,166,1,3555.01,1,1,3,113,Hibernating
2240,126,1,2536.47,1,1,3,113,Hibernating
2244,239,1,2059.52,1,1,3,113,Hibernating
2247,281,1,450.13,1,1,1,111,Lost
2255,2,2,3328.34,5,2,3,523,New Customer
2258,144,1,617.2,1,1,2,112,Lost
2260,227,2,4882.51,1,2,3,123,Hibernating
2262,24,1,415.06,5,1,1,511,New Customer
2266,128,1,641.5,1,1,2,112,Lost
2275,289,1,767.39,1,1,2,112,Lost
2277,245,1,951.32,1,1,2,112,Lost
2278,183,1,2229.28,1,1,3,113,Hibernating
2280,234,1,1117.05,1,1,2,112,Lost
2281,57,1,1506.42,4,1,2,412,New Customer
2282,24,1,2032.3,5,1,3,513,New Customer
2286,104,2,1859.99,2,2,2,222,Hibernating
2287,104,2,7664.75,2,2,4,224,Hibernating
2288,69,1,2882.34,3,1,3,313,Others
2289,346,1,2204.36,1,1,3,113,Hibernating
2292,279,1,2318.59,1,1,3,113,Hibernating
2294,103,2,1449.48,2,2,2,222,Hibernating
2295,103,1,6400.47,2,1,4,214,Hibernating
2296,207,2,2406.66,1,2,3,123,Hibernating
2297,117,2,2106.12,2,2,3,223,Hibernating
2303,58,1,403.28,4,1,1,411,New Customer
2307,166,1,1828.44,1,1,2,112,Lost
2308,183,1,1523.48,1,1,2,112,Lost
2312,227,1,5409.68,1,1,4,114,Hibernating
2314,47,2,2389.71,4,2,3,423,New Customer
2319,144,1,799.92,1,1,2,112,Lost
2324,270,1,632.77,1,1,2,112,Lost
2325,102,1,5234.01,2,1,4,214,Hibernating
2327,285,1,354.06,1,1,1,111,Lost
2329,25,2,2434,5,2,3,523,New Customer
2335,121,2,3961.23,1,2,3,123,Hibernating
2344,70,2,2970.85,3,2,3,323,Others
2347,138,2,3007,1,2,3,123,Hibernating
2349,111,2,4454.23,2,2,3,223,Hibernating
2350,14,1,1769,5,1,2,512,New Customer
2355,85,2,2391.05,3,2,3,323,Others
2357,269,1,484.42,1,1,1,111,Lost
2359,11,3,10788.55,5,3,5,535,Loyal
2361,95,1,1184.9,2,1,2,212,Hibernating
2363,334,1,423.72,1,1,1,111,Lost
2364,290,1,4331.28,1,1,3,113,Hibernating
2365,317,1,495.65,1,1,1,111,Lost
2367,27,1,1637.1,5,1,2,512,New Customer
2368,220,1,793.74,1,1,2,112,Lost
2370,315,1,540.62,1,1,2,112,Lost
2375,308,1,3161.86,1,1,3,113,Hibernating
2376,123,1,1353.56,1,1,2,112,Lost
2378,167,2,5497.6,1,2,4,124,Hibernating
2381,25,1,869.54,5,1,2,512,New Customer
2385,181,1,2476.74,1,1,3,113,Hibernating
2387,299,1,643.25,1,1,2,112,Lost
2388,39,1,1168.64,4,1,2,412,New Customer
2390,344,1,1128.06,1,1,2,112,Lost
2394,166,1,2244.2,1,1,3,113,Hibernating
2395,280,1,963.64,1,1,2,112,Lost
2396,5,2,3426.21,5,2,3,523,New Customer
2398,96,2,7151.14,2,2,4,224,Hibernating
2399,210,1,256.94,1,1,1,111,Lost
2402,132,2,4831.39,1,2,3,123,Hibernating
2405,177,1,1034.52,1,1,2,112,Lost
2406,198,1,2242.92,1,1,3,113,Hibernating
2407,105,1,242.01,2,1,1,211,Hibernating
2410,339,1,1982.73,1,1,2,112,Lost
2412,24,2,842.66,5,2,2,522,New Customer
2415,359,1,2792.32,1,1,3,113,Hibernating
2417,113,3,7266.43,2,3,4,234,At Risk
2418,233,3,3150.91,1,3,3,133,At Risk
2419,178,1,262.53,1,1,1,111,Lost
2421,123,2,4790.17,1,2,3,123,Hibernating
2422,43,3,2554.22,4,3,3,433,Loyal
2423,5,2,1721.88,5,2,2,522,New Customer
2424,42,1,3172.36,4,1,3,413,New Customer
2425,276,1,1592.51,1,1,2,112,Lost
2429,196,1,3957.48,1,1,3,113,Hibernating
2430,141,1,641.88,1,1,2,112,Lost
2431,168,2,2341.28,1,2,3,123,Hibernating
2435,17,2,5916.63,5,2,4,524,New Customer
2436,95,1,1363.24,2,1,2,212,Hibernating
2438,127,1,4495.8,1,1,3,113,Hibernating
2440,306,1,1616.89,1,1,2,112,Lost
2443,44,2,1095.14,4,2,2,422,New Customer
2446,303,1,6305,1,1,4,114,Hibernating
2448,111,1,3704.66,2,1,3,213,Hibernating
2451,181,2,4754.38,1,2,3,123,Hibernating
2453,217,2,8017.26,1,2,4,124,Hibernating
2455,249,1,2008.08,1,1,3,113,Hibernating
2458,90,1,1843.14,3,1,2,312,Others
2459,40,1,1398.81,4,1,2,412,New Customer
2460,309,1,634.56,1,1,2,112,Lost
2461,256,1,3136.9,1,1,3,113,Hibernating
2462,307,2,3195.47,1,2,3,123,Hibernating
2465,55,2,1060.66,4,2,2,422,New Customer
2466,317,1,1050.38,1,1,2,112,Lost
2469,151,2,2834.2,1,2,3,123,Hibernating
2472,96,1,2631.31,2,1,3,213,Hibernating
2474,227,1,2877.06,1,1,3,113,Hibernating
2476,323,1,1014.83,1,1,2,112,Lost
2478,60,1,619.42,4,1,2,412,New Customer
2484,94,1,442.98,2,1,1,211,Hibernating
2486,10,1,986.19,5,1,2,512,New Customer
2487,286,1,3466.22,1,1,3,113,Hibernating
2488,207,3,2745.75,1,3,3,133,At Risk
2489,225,1,384.48,1,1,1,111,Lost
2490,358,1,1874.09,1,1,2,112,Lost
2491,260,1,1057.06,1,1,2,112,Lost
2492,330,1,1765.4,1,1,2,112,Lost
2494,223,1,174.93,1,1,1,111,Lost
2498,328,1,2589.03,1,1,3,113,Hibernating
2501,191,1,289.33,1,1,1,111,Lost
2503,220,1,1406.12,1,1,2,112,Lost
2506,241,1,5779.33,1,1,4,114,Hibernating
2507,268,1,943.81,1,1,2,112,Lost
2509,44,4,9080.46,4,4,4,444,Champion
2510,122,1,655.47,1,1,2,112,Lost
2511,155,1,3293.65,1,1,3,113,Hibernating
2515,61,2,2717.28,3,2,3,323,Others
2517,268,2,4964.02,1,2,3,123,Hibernating
2519,73,2,1165.01,3,2,2,322,Others
2522,142,1,2041.77,1,1,3,113,Hibernating
2524,307,1,544.2,1,1,2,112,Lost
2526,113,2,4137.12,2,2,3,223,Hibernating
2527,70,2,4376.7,3,2,3,323,Others
2528,187,1,325.58,1,1,1,111,Lost
2532,346,1,2456.1,1,1,3,113,Hibernating
2533,251,1,3765.61,1,1,3,113,Hibernating
2534,51,1,2291.33,4,1,3,413,New Customer
2535,41,1,800.73,4,1,2,412,New Customer
2543,25,1,308.43,5,1,1,511,New Customer
2546,21,1,5820.69,5,1,4,514,New Customer
2549,161,2,4126.59,1,2,3,123,Hibernating
2551,248,2,2166.74,1,2,3,123,Hibernating
2556,302,1,4668.81,1,1,3,113,Hibernating
2557,170,1,1406.84,1,1,2,112,Lost
2558,13,3,7011.08,5,3,4,534,Loyal
2559,238,1,3969.94,1,1,3,113,Hibernating
2564,354,1,3319.36,1,1,3,113,Hibernating
2567,220,1,602.4,1,1,2,112,Lost
2569,245,1,217.17,1,1,1,111,Lost
2572,227,1,1479.39,1,1,2,112,Lost
2573,311,1,233,1,1,1,111,Lost
2574,79,3,8379.22,3,3,4,334,Loyal
2576,314,1,1934.76,1,1,2,112,Lost
2577,247,1,1496.55,1,1,2,112,Lost
2583,189,1,473.5,1,1,1,111,Lost
2584,307,1,3175.56,1,1,3,113,Hibernating
2585,20,3,10070.72,5,3,5,535,Loyal
2586,351,1,4102.48,1,1,3,113,Hibernating
2590,192,2,1663.9,1,2,2,122,Lost
2591,227,1,3883.94,1,1,3,113,Hibernating
2595,355,1,822.96,1,1,2,112,Lost
2596,172,1,425.54,1,1,1,111,Lost
2597,163,1,3559.62,1,1,3,113,Hibernating
2599,341,1,2026.4,1,1,3,113,Hibernating
2600,300,1,819.53,1,1,2,112,Lost
2601,101,3,2820.43,2,3,3,233,At Risk
2602,282,1,5324.58,1,1,4,114,Hibernating
2607,179,2,8590.07,1,2,4,124,Hibernating
2608,362,1,2632.28,1,1,3,113,Hibernating
2611,63,1,868.77,3,1,2,312,Others
2613,71,1,2156.08,3,1,3,313,Others
2615,39,1,1471.45,4,1,2,412,New Customer
2622,132,1,236.64,1,1,1,111,Lost
2629,96,1,372.65,2,1,1,211,Hibernating
2631,126,1,4762.62,1,1,3,113,Hibernating
2632,21,1,631.96,5,1,2,512,New Customer
2633,97,1,320.26,2,1,1,211,Hibernating
2636,175,1,545.95,1,1,2,112,Lost
2644,49,2,3809.29,4,2,3,423,New Customer
2646,117,2,2113.05,2,2,3,223,Hibernating
2647,102,1,2839.53,2,1,3,213,Hibernating
2648,153,3,6517.38,1,3,4,134,At Risk
2649,74,1,1448.16,3,1,2,312,Others
2650,130,1,752.76,1,1,2,112,Lost
2656,307,1,1952,1,1,2,112,Lost
2658,151,1,783.21,1,1,2,112,Lost
2659,230,1,3550.06,1,1,3,113,Hibernating
2663,108,2,2529.43,2,2,3,223,Hibernating
2665,130,1,2962.44,1,1,3,113,Hibernating
2666,297,1,180.92,1,1,1,111,Lost
2667,61,2,2895.06,3,2,3,323,Others
2668,158,1,749.17,1,1,2,112,Lost
2669,241,1,673.05,1,1,2,112,Lost
2671,70,3,7731.25,3,3,4,334,Loyal
2678,152,1,236.89,1,1,1,111,Lost
2680,286,2,4179.96,1,2,3,123,Hibernating
2684,19,2,3029.67,5,2,3,523,New Customer
2688,31,4,4665.77,4,4,3,443,Loyal
2689,63,3,3816.79,3,3,3,333,Loyal
2690,258,1,557.97,1,1,2,112,Lost
2691,47,1,92.11,4,1,1,411,New Customer
2692,212,1,223.47,1,1,1,111,Lost
2693,201,1,1687.28,1,1,2,112,Lost
2698,247,1,296.98,1,1,1,111,Lost
2701,286,1,3732.45,1,1,3,113,Hibernating
2703,54,1,1355.73,4,1,2,412,New Customer
2705,363,1,5568.58,1,1,4,114,Hibernating
2707,316,1,731.68,1,1,2,112,Lost
2708,109,1,2952.29,2,1,3,213,Hibernating
2710,142,2,1335.57,1,2,2,122,Lost
2711,88,1,1368.76,3,1,2,312,Others
2714,173,1,514.09,1,1,2,112,Lost
2716,260,1,2245.98,1,1,3,113,Hibernating
2717,45,2,3890.17,4,2,3,423,New Customer
2721,104,1,389.03,2,1,1,211,Hibernating
2722,258,1,2545.56,1,1,3,113,Hibernating
2726,270,2,2550.68,1,2,3,123,Hibernating
2727,83,1,1124.67,3,1,2,312,Others
2728,220,2,2921.72,1,2,3,123,Hibernating
2730,158,1,518.11,1,1,2,112,Lost
2732,73,1,435.85,3,1,1,311,Others
2733,48,1,1231.76,4,1,2,412,New Customer
2735,54,2,1635.53,4,2,2,422,New Customer
2736,92,1,1461.58,2,1,2,212,Hibernating
2737,144,1,1798.58,1,1,2,112,Lost
2738,207,2,2302.67,1,2,3,123,Hibernating
2739,246,1,1943.51,1,1,2,112,Lost
2740,340,1,476.04,1,1,1,111,Lost
2742,359,1,1051.26,1,1,2,112,Lost
2743,147,1,765.41,1,1,2,112,Lost
2745,354,1,468.55,1,1,1,111,Lost
2746,27,1,1431.67,5,1,2,512,New Customer
2748,314,1,592.78,1,1,2,112,Lost
2749,53,1,333,4,1,1,411,New Customer
2751,100,2,8097.55,2,2,4,224,Hibernating
2753,315,2,3799.09,1,2,3,123,Hibernating
2754,102,1,1175.41,2,1,2,212,Hibernating
2755,334,1,1076.95,1,1,2,112,Lost
2756,185,2,1468.6,1,2,2,122,Lost
2757,27,1,3275.71,5,1,3,513,New Customer
2758,116,1,587.9,2,1,2,212,Hibernating
2759,36,1,3785.88,4,1,3,413,New Customer
2760,345,1,2884.8,1,1,3,113,Hibernating
2761,266,1,1030.62,1,1,2,112,Lost
2769,134,1,343.64,1,1,1,111,Lost
2770,255,2,6422.71,1,2,4,124,Hibernating
2771,64,1,762.26,3,1,2,312,Others
2772,20,1,2171.84,5,1,3,513,New Customer
2780,237,2,6567.05,1,2,4,124,Hibernating
2783,59,4,6986.24,4,4,4,444,Champion
2786,237,1,1198.02,1,1,2,112,Lost
2787,202,1,1560.73,1,1,2,112,Lost
2788,196,1,707.16,1,1,2,112,Lost
2790,139,1,108.44,1,1,1,111,Lost
2793,27,1,331.95,5,1,1,511,New Customer
2794,244,1,4580.96,1,1,3,113,Hibernating
2796,178,1,3518.39,1,1,3,113,Hibernating
2797,184,1,1169,1,1,2,112,Lost
2798,168,2,4643.15,1,2,3,123,Hibernating
2799,91,3,6504.94,2,3,4,234,At Risk
2801,118,2,1282.23,2,2,2,222,Hibernating
2802,68,1,2972.79,3,1,3,313,Others
2804,246,1,2572.61,1,1,3,113,Hibernating
2810,183,2,3787.02,1,2,3,123,Hibernating
2811,136,1,2227.05,1,1,3,113,Hibernating
2812,96,1,1791.55,2,1,2,212,Hibernating
2813,325,1,609.45,1,1,2,112,Lost
2814,79,2,6410.81,3,2,4,324,Others
2816,69,1,2391.37,3,1,3,313,Others
2817,20,1,1364.4,5,1,2,512,New Customer
2818,64,2,6011.61,3,2,4,324,Others
2819,56,1,427.93,4,1,1,411,New Customer
2821,32,3,8288.78,4,3,4,434,Loyal
2824,85,3,7341.73,3,3,4,334,Loyal
2829,29,1,643.17,5,1,2,512,New Customer
2831,217,1,805.68,1,1,2,112,Lost
2832,327,1,4980.84,1,1,3,113,Hibernating
2833,343,1,2638.71,1,1,3,113,Hibernating
2835,269,1,941.6,1,1,2,112,Lost
2838,40,1,2397.51,4,1,3,413,New Customer
2840,125,1,1597.05,1,1,2,112,Lost
2841,220,1,3929.76,1,1,3,113,Hibernating
2842,57,2,3089.34,4,2,3,423,New Customer
2845,5,1,1238.5,5,1,2,512,New Customer
2847,354,1,4613.8,1,1,3,113,Hibernating
2848,129,1,2121.01,1,1,3,113,Hibernating
2855,355,1,2712.04,1,1,3,113,Hibernating
2858,186,1,3152.38,1,1,3,113,Hibernating
2859,76,1,4138.96,3,1,3,313,Others
2863,287,1,924.69,1,1,2,112,Lost
2865,319,1,146.24,1,1,1,111,Lost
2867,161,1,847.85,1,1,2,112,Lost
2869,276,1,454.2,1,1,1,111,Lost
2871,239,2,4114.53,1,2,3,123,Hibernating
2875,352,1,930.17,1,1,2,112,Lost
2882,290,1,763.25,1,1,2,112,Lost
2883,144,1,478.52,1,1,1,111,Lost
2884,154,1,617.88,1,1,2,112,Lost
2886,146,1,1603,1,1,2,112,Lost
2887,201,1,1927.85,1,1,2,112,Lost
2888,359,1,1966.66,1,1,2,112,Lost
2889,201,2,4884.33,1,2,3,123,Hibernating
2891,323,1,1406.27,1,1,2,112,Lost
2892,280,1,342.8,1,1,1,111,Lost
2894,317,1,2382.92,1,1,3,113,Hibernating
2896,139,1,3365.4,1,1,3,113,Hibernating
2897,202,1,823.77,1,1,2,112,Lost
2903,140,1,1175.54,1,1,2,112,Lost
2905,324,1,1739.54,1,1,2,112,Lost
2908,206,1,3074.4,1,1,3,113,Hibernating
2909,212,1,1826.85,1,1,2,112,Lost
2913,190,2,1228.38,1,2,2,122,Lost
2914,122,1,461.23,1,1,1,111,Lost
2916,267,2,4901.32,1,2,3,123,Hibernating
2919,109,2,1208.96,2,2,2,222,Hibernating
2920,40,1,391.61,4,1,1,411,New Customer
2924,31,1,907.07,4,1,2,412,New Customer
2928,100,2,372.48,2,2,1,221,Hibernating
2930,250,1,2868.06,1,1,3,113,Hibernating
2931,118,1,4104.24,2,1,3,213,Hibernating
2932,51,1,790.8,4,1,2,412,New Customer
2933,4,1,255.36,5,1,1,511,New Customer
2934,276,1,873,1,1,2,112,Lost
2935,239,1,2615.72,1,1,3,113,Hibernating
2936,141,3,3655.1,1,3,3,133,At Risk
2938,259,1,1864.33,1,1,2,112,Lost
2939,15,5,10970.79,5,5,5,555,Champion
2940,121,1,262.75,1,1,1,111,Lost
2941,132,1,1301.2,1,1,2,112,Lost
2944,133,1,629.29,1,1,2,112,Lost
2949,147,2,3033.5,1,2,3,123,Hibernating
2950,245,1,7273.84,1,1,4,114,Hibernating
2952,342,1,251.28,1,1,1,111,Lost
2955,36,2,5796.3,4,2,4,424,New Customer
2957,365,1,584.86,1,1,2,112,Lost
2960,286,1,1527.31,1,1,2,112,Lost
2962,237,1,2069.36,1,1,3,113,Hibernating
2964,231,1,1198.49,1,1,2,112,Lost
2967,35,1,821.97,4,1,2,412,New Customer
2970,291,1,3120.36,1,1,3,113,Hibernating
2971,19,1,2426.64,5,1,3,513,New Customer
2972,26,1,363.71,5,1,1,511,New Customer
2973,8,3,5777.7,5,3,4,534,Loyal
2974,78,1,890.53,3,1,2,312,Others
2976,178,1,1399.04,1,1,2,112,Lost
2977,160,1,2622.92,1,1,3,113,Hibernating
2978,138,1,395.35,1,1,1,111,Lost
2980,139,2,2601.2,1,2,3,123,Hibernating
2986,307,1,569.71,1,1,2,112,Lost
2988,278,2,537.24,1,2,2,122,Lost
2990,337,1,299.85,1,1,1,111,Lost
2992,7,2,1485.57,5,2,2,522,New Customer
2993,249,1,934.68,1,1,2,112,Lost
2994,138,3,12989.28,1,3,5,135,At Risk
2995,170,1,736.83,1,1,2,112,Lost
3000,189,2,2312.56,1,2,3,123,Hibernating
3002,32,1,1464.6,4,1,2,412,New Customer
3005,151,1,720.4,1,1,2,112,Lost
3009,172,1,1952.78,1,1,2,112,Lost
3013,237,1,180.62,1,1,1,111,Lost
3015,12,2,3544.8,5,2,3,523,New Customer
3019,287,1,805.68,1,1,2,112,Lost
3020,190,1,707.3,1,1,2,112,Lost
3021,105,2,3663.09,2,2,3,223,Hibernating
3022,335,1,3718.5,1,1,3,113,Hibernating
3024,166,2,2757.89,1,2,3,123,Hibernating
3027,169,1,1859.91,1,1,2,112,Lost
3029,206,1,3623.36,1,1,3,113,Hibernating
3030,353,1,836.96,1,1,2,112,Lost
3036,13,2,3871.66,5,2,3,523,New Customer
3038,31,1,1149.52,4,1,2,412,New Customer
3045,15,1,1281.66,5,1,2,512,New Customer
3046,15,1,1960.17,5,1,2,512,New Customer
3048,211,1,354.54,1,1,1,111,Lost
3049,152,2,2610.6,1,2,3,123,Hibernating
3052,180,3,6955.42,1,3,4,134,At Risk
3057,111,1,2733.19,2,1,3,213,Hibernating
3059,354,1,913.98,1,1,2,112,Lost
3061,344,1,3134.76,1,1,3,113,Hibernating
3065,167,1,1164.46,1,1,2,112,Lost
3067,280,1,1071.75,1,1,2,112,Lost
3068,133,1,887.56,1,1,2,112,Lost
3069,52,1,676.4,4,1,2,412,New Customer
3071,162,1,1649.41,1,1,2,112,Lost
3072,51,2,4101.24,4,2,3,423,New Customer
3073,197,1,4979.55,1,1,3,113,Hibernating
3077,265,1,2031.59,1,1,3,113,Hibernating
3078,114,1,224.83,2,1,1,211,Hibernating
3079,171,1,3527.74,1,1,3,113,Hibernating
3081,272,1,1658.87,1,1,2,112,Lost
3087,160,2,967.83,1,2,2,122,Lost
3088,344,1,246.29,1,1,1,111,Lost
3090,64,1,734.66,3,1,2,312,Others
3092,129,2,7062.03,1,2,4,124,Hibernating
3094,68,1,2375.11,3,1,3,313,Others
3101,339,1,1956.67,1,1,2,112,Lost
3105,163,1,821.18,1,1,2,112,Lost
3106,93,1,2749.36,2,1,3,213,Hibernating
3107,193,1,1754.48,1,1,2,112,Lost
3111,193,1,169.29,1,1,1,111,Lost
3113,266,1,1879.1,1,1,2,112,Lost
3116,314,2,2318.07,1,2,3,123,Hibernating
3117,50,1,1065.5,4,1,2,412,New Customer
3118,211,2,2332.74,1,2,3,123,Hibernating
3119,118,2,4961.79,2,2,3,223,Hibernating
3121,31,2,4383.87,4,2,3,423,New Customer
3122,198,1,2434.09,1,1,3,113,Hibernating
3123,192,1,403.01,1,1,1,111,Lost
3124,98,1,240.26,2,1,1,211,Hibernating
3126,157,1,724.99,1,1,2,112,Lost
3128,238,3,2478.08,1,3,3,133,At Risk
3129,65,1,2074.68,3,1,3,313,Others
3131,34,1,881.86,4,1,2,412,New Customer
3133,82,1,1733.53,3,1,2,312,Others
3134,120,1,604,2,1,2,212,Hibernating
3135,26,2,1976.2,5,2,2,522,New Customer
3137,220,1,3071.68,1,1,3,113,Hibernating
3139,326,1,2161.92,1,1,3,113,Hibernating
3140,19,2,3433.88,5,2,3,523,New Customer
3141,342,1,893.18,1,1,2,112,Lost
3142,188,2,965.03,1,2,2,122,Lost
3144,194,1,2964.06,1,1,3,113,Hibernating
3145,253,1,2348.29,1,1,3,113,Hibernating
3150,175,1,351.11,1,1,1,111,Lost
3151,220,1,3652,1,1,3,113,Hibernating
3155,2,1,257.28,5,1,1,511,New Customer
3160,337,1,825.21,1,1,2,112,Lost
3162,168,2,5189.44,1,2,4,124,Hibernating
3166,288,1,165.26,1,1,1,111,Lost
3170,6,1,1152.64,5,1,2,512,New Customer
3173,350,1,1159.81,1,1,2,112,Lost
3176,57,1,1004.96,4,1,2,412,New Customer
3180,230,1,119.71,1,1,1,111,Lost
3182,217,1,1050.62,1,1,2,112,Lost
3183,145,1,401.2,1,1,1,111,Lost
3184,126,1,1203.93,1,1,2,112,Lost
3188,48,2,2043.64,4,2,3,423,New Customer
3189,185,1,653.14,1,1,2,112,Lost
3191,82,2,4114.66,3,2,3,323,Others
3192,22,2,3772.46,5,2,3,523,New Customer
3193,281,2,6477.18,1,2,4,124,Hibernating
3196,162,1,796.46,1,1,2,112,Lost
3197,94,1,2187.33,2,1,3,213,Hibernating
3199,365,1,113.04,1,1,1,111,Lost
3200,68,3,4233.42,3,3,3,333,Loyal
3202,165,1,1859.47,1,1,2,112,Lost
3203,213,1,438.66,1,1,1,111,Lost
3204,191,1,3017,1,1,3,113,Hibernating
3205,192,1,2309.84,1,1,3,113,Hibernating
3206,65,1,2005.05,3,1,3,313,Others
3207,235,2,7242.75,1,2,4,124,Hibernating
3211,345,1,5794.96,1,1,4,114,Hibernating
3213,183,2,3030.91,1,2,3,123,Hibernating
3214,215,1,634.7,1,1,2,112,Lost
3216,304,1,2933.06,1,1,3,113,Hibernating
3218,306,1,4502.4,1,1,3,113,Hibernating
3221,307,2,3051.36,1,2,3,123,Hibernating
3222,167,1,2717.68,1,1,3,113,Hibernating
3225,40,3,4888.14,4,3,3,433,Loyal
3228,104,1,1034.3,2,1,2,212,Hibernating
3229,236,1,2260.08,1,1,3,113,Hibernating
3237,308,1,1911.91,1,1,2,112,Lost
3238,319,1,3150.44,1,1,3,113,Hibernating
3239,344,1,3147.62,1,1,3,113,Hibernating
3240,39,2,5949.87,4,2,4,424,New Customer
3241,177,1,1005.99,1,1,2,112,Lost
3243,154,1,993,1,1,2,112,Lost
3244,202,1,1171.08,1,1,2,112,Lost
3245,6,2,5923.93,5,2,4,524,New Customer
3247,91,1,997.77,2,1,2,212,Hibernating
3251,248,1,1336.07,1,1,2,112,Lost
3252,96,2,2312.12,2,2,3,223,Hibernating
3253,197,2,1151.15,1,2,2,122,Lost
3258,70,1,4411.99,3,1,3,313,Others
3259,107,1,533.81,2,1,2,212,Hibernating
3263,227,2,4747.86,1,2,3,123,Hibernating
3267,19,1,798.8,5,1,2,512,New Customer
3273,349,1,423.2,1,1,1,111,Lost
3277,12,2,2710.45,5,2,3,523,New Customer
3279,240,1,240.42,1,1,1,111,Lost
3280,244,1,386.38,1,1,1,111,Lost
3281,36,1,644.69,4,1,2,412,New Customer
3282,127,1,2087.93,1,1,3,113,Hibernating
3283,45,1,4274.84,4,1,3,413,New Customer
3284,331,1,2739.08,1,1,3,113,Hibernating
3285,355,1,1263.83,1,1,2,112,Lost
3287,57,1,147.91,4,1,1,411,New Customer
3291,150,2,5370.21,1,2,4,124,Hibernating
3292,267,1,1468.34,1,1,2,112,Lost
3293,309,1,521.76,1,1,2,112,Lost
3296,81,1,625.81,3,1,2,312,Others
3300,93,3,4454.73,2,3,3,233,At Risk
3301,27,1,3925.78,5,1,3,513,New Customer
3307,229,1,1220.33,1,1,2,112,Lost
3310,108,2,5221.03,2,2,4,224,Hibernating
3311,35,1,685.27,4,1,2,412,New Customer
3315,216,1,2191.24,1,1,3,113,Hibernating
3316,294,1,137.74,1,1,1,111,Lost
3318,343,1,3604.26,1,1,3,113,Hibernating
3320,117,1,2607.94,2,1,3,213,Hibernating
3322,20,2,1001.37,5,2,2,522,New Customer
3326,42,3,3405.75,4,3,3,433,Loyal
3332,259,1,1074.4,1,1,2,112,Lost
3333,1,1,1789.48,5,1,2,512,New Customer
3334,195,1,59.89,1,1,1,111,Lost
3336,142,1,705.1,1,1,2,112,Lost
3338,154,1,492.48,1,1,1,111,Lost
3339,324,1,721.76,1,1,2,112,Lost
3342,103,1,5903.34,2,1,4,214,Hibernating
3343,185,1,910.42,1,1,2,112,Lost
3344,73,1,505.66,3,1,2,312,Others
3345,192,1,600.6,1,1,2,112,Lost
3346,94,1,3470.25,2,1,3,213,Hibernating
3347,167,1,1242.62,1,1,2,112,Lost
3350,179,2,1715.62,1,2,2,122,Lost
3352,348,1,3358.76,1,1,3,113,Hibernating
3357,343,1,1420.48,1,1,2,112,Lost
3358,133,1,4474.89,1,1,3,113,Hibernating
3361,166,1,2519.24,1,1,3,113,Hibernating
3362,241,1,279.9,1,1,1,111,Lost
3366,17,2,2239.67,5,2,3,523,New Customer
3368,38,1,394.78,4,1,1,411,New Customer
3374,13,2,2421.47,5,2,3,523,New Customer
3375,153,1,856,1,1,2,112,Lost
3376,218,1,1505.65,1,1,2,112,Lost
3377,353,1,6388.2,1,1,4,114,Hibernating
3381,81,2,969.08,3,2,2,322,Others
3382,172,1,391.84,1,1,1,111,Lost
3383,108,2,5576.62,2,2,4,224,Hibernating
3384,91,1,251.7,2,1,1,211,Hibernating
3386,13,2,4699.51,5,2,3,523,New Customer
3387,125,1,3658.96,1,1,3,113,Hibernating
3391,50,1,2749.4,4,1,3,413,New Customer
3392,26,1,372.63,5,1,1,511,New Customer
3393,121,1,3370.34,1,1,3,113,Hibernating
3394,181,1,196.74,1,1,1,111,Lost
3398,51,1,3165.84,4,1,3,413,New Customer
3402,15,4,4704.38,5,4,3,543,Loyal
3403,90,2,6197.36,3,2,4,324,Others
3404,29,1,1355.7,5,1,2,512,New Customer
3405,17,1,1821.53,5,1,2,512,New Customer
3406,188,1,1057.37,1,1,2,112,Lost
3407,52,2,1278.89,4,2,2,422,New Customer
3409,323,2,1790.93,1,2,2,122,Lost
3412,244,2,6989.15,1,2,4,124,Hibernating
3414,229,1,592.12,1,1,2,112,Lost
3415,322,1,961.2,1,1,2,112,Lost
3418,355,1,638,1,1,2,112,Lost
3419,76,2,3938.33,3,2,3,323,Others
3420,254,1,2290.18,1,1,3,113,Hibernating
3422,123,1,1727.88,1,1,2,112,Lost
3423,202,1,207.01,1,1,1,111,Lost
3424,72,1,3025.64,3,1,3,313,Others
3425,106,2,1945.23,2,2,2,222,Hibernating
3432,189,2,4211.07,1,2,3,123,Hibernating
3434,341,1,648.62,1,1,2,112,Lost
3435,362,1,1218.84,1,1,2,112,Lost
3436,132,2,2152.7,1,2,3,123,Hibernating
3437,27,2,3057.62,5,2,3,523,New Customer
3438,157,3,4428.71,1,3,3,133,At Risk
3439,313,1,920.65,1,1,2,112,Lost
3440,313,1,3063.96,1,1,3,113,Hibernating
3441,10,3,10079.25,5,3,5,535,Loyal
3444,139,1,356.44,1,1,1,111,Lost
3448,44,1,2963.9,4,1,3,413,New Customer
3449,35,1,1049.52,4,1,2,412,New Customer
3452,360,1,886.34,1,1,2,112,Lost
3453,329,1,405.05,1,1,1,111,Lost
3456,24,3,2437.7,5,3,3,533,Loyal
3457,51,1,2720.07,4,1,3,413,New Customer
