session_id,partner_key,dispatch_date,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_cost,delivery_rating
3017,PRTN-386,16-12-2024,same day,south,stormy,52.1,20.7,no,delivered,422.6,5
3019,PRTN-366,19-08-2024,express,south,cold,202.8,1.48,yes,delayed,1068.44,2
3020,PRTN-027,02-03-2024,express,central,cold,126.3,43.6,no,delivered,812.3,4
3023,PRTN-373,12-06-2024,two day,north,foggy,10.9,38.18,no,delivered,169.04,3
3025,PRTN-214,14-10-2024,express,central,cold,169.7,7.75,yes,delayed,921.75,2
3026,PRTN-325,24-09-2024,same day,central,clear,177.9,33.65,no,delivered,1090.45,4
3027,PRTN-174,14-12-2024,standard,central,cold,84.9,39.32,no,delivered,542.46,5
3028,PRTN-424,17-09-2024,same day,central,foggy,50.3,27.34,no,delivered,433.52,5
3036,PRTN-067,25-06-2024,two day,north,cold,27.6,7.9,no,delivered,161.7,4
3043,PRTN-274,01-04-2024,standard,west,hot,183.6,48.3,no,delivered,1062.9,5
3044,PRTN-291,20-03-2024,express,central,hot,224.1,43.35,no,delivered,1300.55,4
3049,PRTN-075,22-07-2024,same day,south,rainy,243.0,19.64,yes,delayed,1373.92,2
3061,PRTN-064,22-05-2024,express,east,clear,102.9,15.88,no,delivered,612.14,3
3081,PRTN-037,20-07-2024,express,south,hot,153.0,2.73,yes,delayed,823.19,2
3089,PRTN-158,24-10-2024,same day,south,cold,7.7,38.2,no,delivered,253.1,5
3094,PRTN-173,24-09-2024,same day,central,hot,23.8,24.15,no,delivered,291.45,3
3095,PRTN-015,08-12-2024,same day,central,cold,67.1,48.83,no,delivered,581.99,5
3097,PRTN-137,06-06-2024,two day,east,clear,3.6,34.86,no,delivered,115.58,5
3101,PRTN-069,20-04-2024,same day,north,stormy,290.9,6.47,yes,delayed,1573.91,3
3107,PRTN-419,30-10-2024,same day,south,stormy,217.4,46.67,yes,delayed,1327.01,3
3112,PRTN-033,27-12-2024,express,central,rainy,78.3,40.66,yes,failed,563.48,1
3116,PRTN-026,28-03-2024,same day,south,stormy,282.2,49.08,yes,delayed,1632.7206,3
3118,PRTN-033,29-11-2024,two day,west,foggy,126.7,29.52,no,delivered,722.06,4
3128,PRTN-240,24-07-2024,two day,west,hot,251.9,22.5,no,delivered,1327.0,4
3133,PRTN-001,16-12-2024,standard,north,rainy,61.0,0.97,no,delivered,307.91,5
3136,PRTN-405,26-03-2024,two day,west,hot,220.8,10.93,no,delivered,1136.79,5
3137,PRTN-240,23-08-2024,same day,east,foggy,182.9,37.44,yes,delayed,1126.82,3
3138,PRTN-211,23-07-2024,express,west,clear,160.3,4.5,yes,delayed,865.0,3
3140,PRTN-031,17-06-2024,same day,north,cold,261.5,17.4,no,delivered,1459.7,5
3143,PRTN-113,08-09-2024,express,east,stormy,270.9,13.84,yes,delayed,1446.02,2
3146,PRTN-079,13-01-2024,standard,central,foggy,100.5,6.85,no,delivered,523.05,3
3149,PRTN-260,17-06-2024,same day,east,cold,59.7,48.19,no,delivered,543.07,5
3154,PRTN-464,12-07-2024,standard,east,foggy,266.6,49.28,no,delivered,1480.84,4
3155,PRTN-092,09-05-2024,same day,north,foggy,120.6,37.85,no,delivered,816.55,5
3158,PRTN-150,20-05-2024,same day,west,stormy,49.1,15.46,no,delivered,391.88,5
3161,PRTN-455,01-07-2024,standard,north,cold,16.4,24.06,no,delivered,154.18,3
3163,PRTN-177,09-02-2024,standard,east,cold,253.8,6.01,no,delivered,1287.03,4
3165,PRTN-145,04-05-2024,standard,south,rainy,53.5,23.92,no,delivered,339.26,4
3172,PRTN-378,30-09-2024,standard,north,foggy,196.2,32.89,no,delivered,1079.67,5
3178,PRTN-328,16-04-2024,same day,south,hot,171.3,29.88,no,delivered,1046.14,5
3181,PRTN-287,29-06-2024,same day,south,hot,238.9,40.95,no,delivered,1417.35,5
3182,PRTN-286,18-04-2024,express,east,hot,47.1,49.12,no,delivered,432.86,5
3184,PRTN-003,19-05-2024,standard,east,foggy,244.9,25.91,no,delivered,1302.23,5
3187,PRTN-169,27-08-2024,two day,south,hot,286.3,28.49,no,delivered,1516.97,4
3190,PRTN-449,15-08-2024,same day,south,foggy,54.6,5.59,no,delivered,389.77,5
3197,PRTN-439,03-12-2024,two day,north,cold,108.5,31.21,no,delivered,636.13,4
3199,PRTN-451,12-07-2024,same day,south,hot,36.1,23.64,no,delivered,351.42,5
3203,PRTN-328,29-03-2024,two day,west,hot,288.3,1.81,no,delivered,1446.93,5
3205,PRTN-191,26-11-2024,same day,north,foggy,142.4,6.44,no,delivered,831.32,3
3209,PRTN-278,11-11-2024,two day,south,foggy,273.0,35.54,no,delivered,1471.62,5
3212,PRTN-334,09-04-2024,standard,central,clear,60.9,29.76,no,delivered,393.78,5
3221,PRTN-321,19-12-2024,express,central,foggy,58.2,29.21,yes,delayed,428.63,3
3225,PRTN-246,29-06-2024,same day,north,hot,279.7,7.81,yes,delayed,1521.93,2
3233,PRTN-205,09-11-2024,express,east,stormy,30.5,38.22,yes,delayed,317.16,3
3239,PRTN-215,09-04-2024,express,east,cold,160.4,43.67,yes,delayed,983.01,2
3247,PRTN-045,18-07-2024,standard,south,stormy,214.4,11.91,no,delivered,1107.73,4
3254,PRTN-177,16-01-2024,express,east,cold,90.2,21.76,yes,delayed,566.28,2
3257,PRTN-385,25-11-2024,standard,east,stormy,62.6,0.96,no,delivered,315.88,4
3264,PRTN-157,26-03-2024,express,east,clear,135.7,32.06,yes,delayed,824.68,2
3284,PRTN-362,10-12-2024,standard,west,clear,119.3,31.21,no,delivered,690.13,4
3285,PRTN-211,22-08-2024,two day,north,rainy,12.4,33.99,no,delivered,163.97,5
3289,PRTN-303,26-07-2024,express,west,stormy,205.8,12.71,yes,delayed,1117.13,2
3297,PRTN-376,24-08-2024,standard,east,cold,258.5,22.51,no,delivered,1360.03,4
3300,PRTN-410,23-07-2024,same day,east,rainy,127.6,32.16,no,delivered,834.48,4
3312,PRTN-376,06-08-2024,express,south,foggy,201.7,42.34,yes,delayed,1185.52,2
3320,PRTN-433,24-02-2024,standard,north,clear,98.5,3.14,no,delivered,501.92,4
3322,PRTN-016,05-07-2024,express,west,clear,282.1,37.45,yes,delayed,1572.85,3
3323,PRTN-410,15-08-2024,two day,north,hot,113.0,40.82,no,delivered,687.46,4
3341,PRTN-470,01-11-2024,two day,north,foggy,223.6,16.13,no,delivered,1166.39,5
3342,PRTN-437,29-02-2024,two day,central,cold,279.2,28.16,no,delivered,1480.48,5
3344,PRTN-220,08-11-2024,two day,south,cold,106.7,19.02,no,delivered,590.56,4
3347,PRTN-154,22-07-2024,same day,north,stormy,55.8,19.59,yes,failed,437.77,1
3356,PRTN-123,21-11-2024,express,north,cold,106.6,40.85,yes,delayed,705.55,3
3360,PRTN-322,30-01-2024,standard,central,cold,3.6,21.53,no,delivered,95.6674,4
3364,PRTN-397,29-05-2024,two day,west,foggy,292.3,10.47,no,delivered,1492.91,4
3383,PRTN-167,16-10-2024,two day,west,foggy,112.6,13.6,no,delivered,603.8,4
3396,PRTN-187,26-02-2024,standard,north,cold,154.6,7.19,no,delivered,794.57,5
3400,PRTN-414,27-07-2024,same day,east,hot,92.5,25.59,no,delivered,639.27,4
3401,PRTN-352,15-07-2024,standard,west,foggy,56.3,35.22,no,delivered,387.16,3
3403,PRTN-254,30-11-2024,same day,west,cold,179.0,7.37,no,delivered,1017.11,3
3414,PRTN-296,20-02-2024,express,west,stormy,104.0,47.46,yes,delayed,712.38,2
3423,PRTN-452,08-07-2024,express,central,cold,270.8,29.93,yes,delayed,1493.79,2
3427,PRTN-006,07-04-2024,two day,south,rainy,282.4,21.54,no,delivered,1476.62,3
3432,PRTN-107,23-07-2024,two day,south,hot,136.0,36.27,no,delivered,788.81,5
3437,PRTN-442,25-09-2024,standard,central,clear,236.0,26.79,no,delivered,1260.37,4
3438,PRTN-046,23-12-2024,standard,central,hot,254.0,30.53,no,delivered,1361.59,3
3441,PRTN-095,05-06-2024,two day,west,stormy,24.4,19.04,no,delivered,179.12,5
3442,PRTN-031,14-07-2024,express,west,rainy,150.1,39.82,yes,delayed,919.96,3
3449,PRTN-416,03-06-2024,express,central,clear,184.1,4.01,no,delivered,982.53,4
3451,PRTN-447,21-12-2024,same day,south,foggy,66.5,38.77,no,delivered,548.81,5
3454,PRTN-133,30-09-2024,same day,central,foggy,106.6,22.84,no,delivered,701.52,5
3457,PRTN-207,09-10-2024,express,west,clear,227.1,49.1,no,delivered,1332.8,3
3461,PRTN-129,02-12-2024,two day,north,stormy,150.6,14.04,no,delivered,795.12,3
3464,PRTN-145,22-05-2024,express,east,stormy,210.7,44.97,yes,delayed,1238.41,3
3472,PRTN-361,16-07-2024,express,west,hot,281.0,31.74,yes,delayed,1550.22,2
3481,PRTN-177,21-01-2024,two day,south,hot,155.6,1.58,no,delivered,782.74,3
3482,PRTN-178,15-03-2024,standard,west,cold,119.7,7.69,no,delivered,621.57,4
3485,PRTN-285,26-10-2024,same day,east,stormy,74.4,24.78,yes,delayed,546.34,2
3489,PRTN-403,30-04-2024,same day,west,foggy,58.5,40.26,no,delivered,513.28,5
3493,PRTN-198,01-08-2024,standard,central,foggy,176.0,42.35,no,delivered,1007.05,5
3498,PRTN-305,15-01-2024,two day,south,hot,57.9,36.21,no,delivered,398.13,5
3502,PRTN-294,21-01-2024,same day,north,foggy,33.4,1.21,no,delivered,270.63,4
3507,PRTN-094,06-01-2024,two day,west,rainy,237.3,44.32,no,delivered,1319.46,5
3510,PRTN-412,18-10-2024,standard,central,stormy,221.8,35.28,no,delivered,1214.84,5
3516,PRTN-392,09-09-2024,standard,west,clear,101.2,45.47,no,delivered,642.41,5
3518,PRTN-312,20-09-2024,two day,central,stormy,274.5,41.62,no,delivered,1497.36,5
3522,PRTN-345,11-04-2024,standard,east,cold,190.1,21.93,no,delivered,1016.29,4
3523,PRTN-303,11-08-2024,standard,south,rainy,140.5,48.82,no,delivered,848.96,3
3536,PRTN-168,02-05-2024,express,south,rainy,28.9,3.03,yes,delayed,203.59,2
3537,PRTN-056,18-08-2024,express,north,cold,185.8,39.73,no,delivered,1098.19,4
3548,PRTN-394,15-03-2024,same day,central,foggy,96.0,9.52,no,delivered,608.56,5
3555,PRTN-398,04-03-2024,same day,north,rainy,81.0,39.88,no,delivered,624.64,4
3556,PRTN-015,29-12-2024,express,west,stormy,234.9,47.19,yes,delayed,1366.07,2
3558,PRTN-392,31-08-2024,two day,east,rainy,140.8,42.13,no,delivered,830.39,4
3561,PRTN-373,13-06-2024,same day,west,foggy,10.5,27.83,no,delivered,235.99,3
3565,PRTN-467,28-09-2024,standard,east,rainy,205.8,28.39,no,delivered,1114.17,5
3566,PRTN-236,16-03-2024,same day,north,foggy,163.8,17.37,yes,failed,971.11,1
3571,PRTN-318,27-02-2024,two day,west,rainy,199.3,45.77,no,delivered,1133.81,5
3582,PRTN-212,28-06-2024,two day,east,foggy,152.7,34.62,no,delivered,867.36,5
3585,PRTN-154,06-08-2024,same day,central,clear,261.8,39.1,yes,delayed,1526.3,3
3593,PRTN-141,19-02-2024,same day,west,hot,202.6,39.79,yes,failed,1232.37,2
3604,PRTN-337,02-05-2024,same day,west,rainy,83.5,16.4,yes,delayed,566.7,2
3605,PRTN-107,16-08-2024,same day,west,rainy,132.6,20.41,yes,failed,824.23,2
3609,PRTN-115,05-12-2024,standard,east,clear,191.7,31.92,no,delivered,1054.26,3
3611,PRTN-243,21-06-2024,express,central,cold,178.6,14.01,yes,delayed,985.03,3
3616,PRTN-483,20-10-2024,standard,north,rainy,17.4,22.26,no,delivered,153.78,4
3617,PRTN-474,03-06-2024,standard,central,cold,113.4,6.91,no,delivered,587.73,4
3619,PRTN-280,15-05-2024,same day,north,foggy,225.8,9.17,yes,delayed,1256.51,2
3624,PRTN-208,29-03-2024,express,north,hot,279.1,9.83,yes,delayed,1474.99,3
3628,PRTN-445,02-12-2024,standard,east,clear,219.1,5.27,no,delivered,1111.31,5
3630,PRTN-011,11-06-2024,express,east,hot,110.8,31.59,no,delivered,698.77,5
3635,PRTN-427,19-09-2024,express,west,clear,264.5,6.79,no,delivered,1392.87,3
3643,PRTN-020,08-09-2024,express,north,stormy,8.9,42.85,yes,delayed,223.05,3
3644,PRTN-454,01-10-2024,two day,north,clear,248.8,41.61,no,delivered,1368.83,4
3645,PRTN-158,11-11-2024,standard,north,stormy,66.2,9.93,no,delivered,360.79,4
3652,PRTN-236,15-02-2024,express,east,hot,223.8,42.09,no,delivered,1295.27,5
3653,PRTN-274,24-04-2024,two day,north,foggy,78.0,49.52,no,delivered,538.98,5
3658,PRTN-354,18-12-2024,two day,south,rainy,146.6,8.94,no,delivered,759.82,5
3669,PRTN-426,24-01-2024,express,north,rainy,207.2,39.8,yes,failed,1205.4,1
3670,PRTN-298,07-06-2024,two day,north,rainy,162.0,18.85,no,delivered,866.55,5
3672,PRTN-121,30-05-2024,standard,south,hot,99.9,40.53,no,delivered,621.09,3
3675,PRTN-359,29-10-2024,same day,south,clear,92.7,17.45,no,delivered,615.85,5
3682,PRTN-314,20-09-2024,standard,south,cold,290.8,12.21,no,delivered,1490.63,3
3683,PRTN-349,20-04-2024,two day,east,hot,56.0,1.64,no,delivered,284.92,4
3689,PRTN-139,04-05-2024,same day,north,rainy,182.6,49.49,yes,delayed,1161.47,3
3697,PRTN-128,22-12-2024,two day,east,cold,151.2,26.88,no,delivered,836.64,3
3698,PRTN-367,21-01-2024,same day,south,rainy,188.4,22.99,yes,failed,1110.97,1
3707,PRTN-050,04-02-2024,same day,north,stormy,40.3,35.88,no,delivered,409.14,4
3709,PRTN-308,06-12-2024,two day,north,clear,194.0,48.64,no,delivered,1115.92,5
3718,PRTN-149,06-05-2024,standard,south,cold,72.0,24.47,no,delivered,433.41,3
3720,PRTN-248,17-08-2024,standard,north,cold,262.5,3.87,no,delivered,1324.11,4
3723,PRTN-253,24-02-2024,standard,central,rainy,247.8,11.63,no,delivered,1273.89,3
3727,PRTN-319,27-07-2024,express,west,clear,168.5,37.52,no,delivered,1005.06,3
3729,PRTN-222,04-04-2024,two day,south,hot,254.6,1.99,no,delivered,1278.97,5
3738,PRTN-301,25-08-2024,express,north,clear,116.9,29.43,no,delivered,722.79,5
3741,PRTN-224,21-08-2024,express,east,rainy,139.9,31.02,yes,delayed,842.56,2
3745,PRTN-432,03-12-2024,standard,west,cold,65.9,39.43,no,delivered,447.79,5
3749,PRTN-407,02-03-2024,standard,west,foggy,218.2,38.54,no,delivered,1206.62,3
3759,PRTN-098,28-06-2024,standard,east,clear,12.8,42.48,no,delivered,191.44,5
3765,PRTN-378,15-09-2024,same day,north,foggy,70.9,26.67,no,delivered,534.51,4
3766,PRTN-361,06-07-2024,same day,west,clear,91.0,30.18,no,delivered,645.54,5
3770,PRTN-221,10-05-2024,two day,west,stormy,162.1,34.05,no,delivered,912.65,4
3771,PRTN-250,22-08-2024,two day,north,cold,297.1,42.32,no,delivered,1623.46,5
3773,PRTN-373,14-07-2024,standard,south,clear,56.0,44.42,no,delivered,413.26,5
3774,PRTN-221,26-05-2024,express,east,stormy,247.7,29.77,yes,delayed,1377.81,2
3782,PRTN-106,03-09-2024,two day,south,clear,143.1,39.35,no,delivered,833.55,5
3783,PRTN-415,02-06-2024,standard,central,cold,100.1,33.77,no,delivered,601.81,4
3785,PRTN-099,11-06-2024,standard,north,clear,199.8,0.89,no,delivered,1001.67,3
3787,PRTN-209,22-11-2024,express,south,rainy,91.8,0.76,yes,delayed,511.28,2
3793,PRTN-248,27-08-2024,same day,east,foggy,249.6,3.38,yes,delayed,1358.14,2
3798,PRTN-007,29-05-2024,same day,central,foggy,184.4,47.75,yes,delayed,1165.25,3
3800,PRTN-463,06-04-2024,two day,central,cold,171.8,9.36,no,delivered,887.08,4
3804,PRTN-435,28-10-2024,same day,south,stormy,261.4,22.32,yes,delayed,1473.96,2
3807,PRTN-127,26-09-2024,same day,north,hot,47.3,6.68,no,delivered,356.54,5
3808,PRTN-017,22-03-2024,two day,central,stormy,205.9,3.42,no,delivered,1039.76,3
3812,PRTN-420,14-10-2024,two day,west,foggy,98.9,14.45,no,delivered,537.85,5
3813,PRTN-142,24-04-2024,express,south,rainy,290.4,2.9,yes,delayed,1510.7,3
3814,PRTN-087,27-10-2024,standard,west,stormy,209.0,10.36,no,delivered,1076.08,5
3822,PRTN-293,21-02-2024,standard,east,stormy,275.9,20.48,no,delivered,1440.94,4
3823,PRTN-429,01-01-2024,standard,north,clear,210.6,17.1,no,delivered,1104.3,5
3824,PRTN-461,03-01-2024,express,north,rainy,273.9,35.0,yes,delayed,1524.5,3
3827,PRTN-152,08-10-2024,two day,west,rainy,188.7,25.83,no,delivered,1020.99,5
3828,PRTN-306,27-12-2024,express,west,hot,185.1,23.29,no,delivered,1045.37,5
3835,PRTN-057,27-09-2024,two day,west,rainy,246.4,45.55,no,delivered,1368.65,4
3838,PRTN-326,28-06-2024,two day,west,stormy,269.4,35.21,no,delivered,1452.63,4
3849,PRTN-394,19-03-2024,express,central,hot,81.2,10.29,no,delivered,486.87,4
3850,PRTN-446,19-10-2024,express,north,clear,159.6,21.6,no,delivered,912.8,4
3852,PRTN-106,15-09-2024,standard,east,rainy,269.8,2.97,no,delivered,1357.91,3
3853,PRTN-259,09-02-2024,same day,central,foggy,53.0,3.18,no,delivered,374.54,4
3858,PRTN-143,06-04-2024,two day,south,clear,278.2,28.12,no,delivered,1475.36,5
3859,PRTN-478,12-09-2024,standard,central,cold,270.6,20.35,no,delivered,1414.05,3
3862,PRTN-422,18-09-2024,two day,north,stormy,53.1,32.36,no,delivered,362.58,3
3867,PRTN-434,16-11-2024,same day,south,stormy,64.1,34.32,yes,delayed,523.46,3
3868,PRTN-139,27-05-2024,same day,west,clear,242.9,22.41,yes,delayed,1381.73,3
3870,PRTN-033,27-12-2024,two day,east,clear,258.6,32.28,no,delivered,1389.84,3
3872,PRTN-112,24-10-2024,same day,central,hot,285.8,29.81,yes,delayed,1618.43,3
3873,PRTN-119,23-02-2024,standard,north,hot,75.8,42.95,no,delivered,507.85,4
3879,PRTN-333,15-09-2024,standard,west,foggy,216.4,7.23,no,delivered,1103.69,5
3880,PRTN-019,02-04-2024,express,south,stormy,160.6,20.11,yes,failed,913.33,1
3889,PRTN-049,12-08-2024,express,west,hot,166.8,37.61,no,delivered,996.83,4
3891,PRTN-171,02-05-2024,standard,east,hot,148.2,24.12,no,delivered,813.36,4
3896,PRTN-105,24-03-2024,express,east,foggy,13.3,16.21,yes,delayed,165.13,3
3898,PRTN-431,02-01-2024,standard,east,cold,47.8,6.01,no,delivered,257.03,3
3913,PRTN-274,06-04-2024,express,east,hot,92.6,42.26,yes,delayed,639.78,2
3916,PRTN-447,26-11-2024,standard,west,rainy,62.5,17.62,no,delivered,365.36,5
3921,PRTN-327,31-08-2024,standard,west,stormy,240.7,2.44,no,delivered,1210.82,5
3922,PRTN-020,09-10-2024,express,west,clear,129.2,23.56,yes,delayed,766.68,2
3931,PRTN-134,30-08-2024,two day,east,clear,27.3,14.56,no,delivered,180.18,5
3932,PRTN-246,26-06-2024,same day,north,cold,214.9,35.76,no,delivered,1281.78,5
3934,PRTN-231,23-08-2024,two day,north,hot,184.7,12.52,no,delivered,961.06,5
3939,PRTN-155,07-12-2024,standard,east,cold,191.5,23.55,no,delivered,1028.15,4
3950,PRTN-335,22-01-2024,two day,east,rainy,238.3,28.7,no,delivered,1277.6,4
3952,PRTN-330,29-07-2024,express,central,foggy,74.9,11.11,yes,delayed,457.83,2
3958,PRTN-106,07-09-2024,standard,central,stormy,96.8,29.2,no,delivered,571.6,4
3959,PRTN-287,20-06-2024,express,central,cold,187.5,19.86,yes,delayed,1047.08,2
3960,PRTN-290,12-10-2024,same day,central,rainy,209.0,33.94,no,delivered,1246.82,4
3961,PRTN-434,14-10-2024,two day,east,cold,134.7,23.87,no,delivered,745.11,4
3962,PRTN-113,15-09-2024,express,east,stormy,84.0,41.19,yes,delayed,593.57,2
3966,PRTN-086,12-09-2024,standard,central,rainy,275.8,14.5,no,delivered,1422.5,4
3972,PRTN-139,28-05-2024,same day,south,foggy,9.4,48.48,no,delivered,292.44,4
3985,PRTN-170,18-11-2024,standard,west,clear,203.1,16.8,no,delivered,1065.9,5
3987,PRTN-209,21-11-2024,same day,west,cold,142.7,20.61,no,delivered,875.33,5
3990,PRTN-150,06-06-2024,same day,west,rainy,258.4,35.06,no,delivered,1497.18,3
3997,PRTN-324,21-06-2024,standard,south,foggy,29.6,4.35,no,delivered,161.05,5
4005,PRTN-326,27-06-2024,same day,south,clear,244.4,41.67,no,delivered,1447.01,5
4012,PRTN-366,27-08-2024,express,south,rainy,204.5,25.58,yes,failed,1149.24,1
4013,PRTN-152,09-10-2024,same day,south,rainy,6.3,16.25,no,delivered,180.25,5
4016,PRTN-162,21-08-2024,standard,central,foggy,234.6,4.68,no,delivered,1187.04,3
4019,PRTN-015,03-12-2024,same day,north,hot,95.7,14.19,no,delivered,621.07,4
4029,PRTN-452,20-07-2024,standard,west,stormy,280.7,18.12,no,delivered,1457.86,4
4039,PRTN-307,14-08-2024,two day,east,stormy,56.4,28.49,no,delivered,367.47,3
4041,PRTN-349,24-04-2024,express,east,stormy,75.2,11.52,yes,failed,460.56,2
4042,PRTN-403,18-04-2024,express,north,hot,103.0,12.45,no,delivered,602.35,4
4043,PRTN-409,20-04-2024,same day,central,hot,216.7,14.9,no,delivered,1228.2,3
4048,PRTN-395,30-01-2024,same day,west,rainy,139.3,9.41,no,delivered,824.73,5
4052,PRTN-198,13-08-2024,same day,west,hot,197.2,32.12,no,delivered,1182.36,5
4053,PRTN-096,11-12-2024,same day,central,clear,289.1,26.41,yes,failed,1624.73,2
4059,PRTN-296,26-02-2024,standard,central,hot,132.3,39.17,no,delivered,779.01,4
4062,PRTN-405,08-04-2024,express,south,clear,88.3,5.1,no,delivered,506.8,4
4073,PRTN-171,11-05-2024,two day,central,rainy,63.1,22.2,no,delivered,382.1,3
4074,PRTN-217,06-08-2024,express,west,foggy,252.8,7.04,no,delivered,1335.12,5
4076,PRTN-257,31-07-2024,two day,central,stormy,22.0,2.37,no,delivered,117.11,5
4086,PRTN-424,16-09-2024,same day,south,hot,204.5,12.66,no,delivered,1160.48,4
4087,PRTN-151,17-11-2024,two day,west,hot,291.5,1.78,no,delivered,1462.84,4
4090,PRTN-015,29-12-2024,same day,north,stormy,46.5,43.22,no,delivered,462.16,4
4092,PRTN-478,20-09-2024,express,south,rainy,140.1,13.39,yes,delayed,790.67,2
4108,PRTN-071,17-07-2024,standard,west,cold,213.9,1.0,no,delivered,1072.5,4
4111,PRTN-427,02-09-2024,same day,west,hot,217.7,23.61,no,delivered,1259.33,4
4112,PRTN-210,27-09-2024,express,south,foggy,56.9,16.28,yes,delayed,383.34,2
4121,PRTN-368,07-07-2024,express,central,hot,263.9,25.27,no,delivered,1445.31,4
4122,PRTN-482,11-09-2024,express,west,cold,204.7,36.76,yes,delayed,1183.78,2
4123,PRTN-101,05-12-2024,standard,west,hot,250.1,21.95,no,delivered,1316.35,5
4133,PRTN-297,30-08-2024,two day,south,hot,270.8,37.51,no,delivered,1466.53,5
4134,PRTN-253,20-03-2024,standard,west,stormy,49.7,4.63,no,delivered,262.39,4
4141,PRTN-365,23-12-2024,same day,central,stormy,102.8,11.74,yes,delayed,649.22,2
4142,PRTN-154,02-08-2024,same day,south,cold,282.9,49.1,no,delivered,1632.7206,3
4145,PRTN-336,28-03-2024,standard,east,cold,228.5,22.13,no,delivered,1208.89,4
4146,PRTN-236,07-03-2024,two day,central,hot,249.4,13.76,no,delivered,1288.28,4
4152,PRTN-288,15-05-2024,two day,north,foggy,49.0,19.84,no,delivered,304.52,3
4162,PRTN-074,28-04-2024,same day,west,hot,293.7,46.34,yes,failed,1632.7206,1
4163,PRTN-069,28-04-2024,two day,east,rainy,148.1,29.22,no,delivered,828.16,3
4167,PRTN-107,27-08-2024,two day,north,rainy,176.6,21.6,no,delivered,947.8,3
4169,PRTN-363,14-10-2024,express,central,stormy,10.7,16.76,yes,failed,153.78,1
4172,PRTN-274,29-04-2024,two day,east,cold,250.1,38.94,no,delivered,1367.32,3
4174,PRTN-027,21-02-2024,express,north,cold,34.2,24.67,no,delivered,295.01,4
4175,PRTN-077,14-04-2024,same day,south,foggy,193.7,44.05,no,delivered,1200.65,4
4181,PRTN-354,04-12-2024,same day,east,hot,244.8,2.74,no,delivered,1332.22,5
4184,PRTN-010,09-08-2024,two day,north,rainy,62.0,19.09,no,delivered,367.27,4
4187,PRTN-023,30-11-2024,two day,south,stormy,187.7,5.49,no,delivered,954.97,3
4191,PRTN-061,26-08-2024,standard,central,stormy,265.6,12.83,no,delivered,1366.49,4
4193,PRTN-258,13-03-2024,two day,east,rainy,202.6,20.85,no,delivered,1075.55,3
4200,PRTN-015,04-12-2024,two day,south,hot,89.9,38.99,no,delivered,566.47,4
4204,PRTN-089,11-05-2024,express,north,clear,216.5,3.14,no,delivered,1141.92,4
4207,PRTN-472,04-12-2024,express,west,clear,270.0,9.43,no,delivered,1428.29,5
4208,PRTN-313,18-12-2024,express,north,stormy,61.3,38.79,yes,delayed,472.87,2
4210,PRTN-127,28-09-2024,express,central,rainy,288.4,11.05,yes,delayed,1525.15,3
4225,PRTN-216,04-05-2024,same day,east,stormy,105.6,36.6,yes,delayed,737.8,2
4227,PRTN-074,15-04-2024,standard,north,rainy,225.5,32.76,no,delivered,1225.78,4
4235,PRTN-333,16-09-2024,two day,south,hot,254.8,9.67,no,delivered,1303.01,3
4237,PRTN-276,28-05-2024,standard,central,hot,201.6,29.58,no,delivered,1096.74,5
4238,PRTN-383,02-07-2024,same day,east,foggy,173.2,20.43,no,delivered,1027.29,4
4243,PRTN-045,09-07-2024,two day,south,foggy,55.7,49.52,no,delivered,427.06,5
4245,PRTN-101,24-12-2024,express,west,rainy,231.2,14.32,yes,delayed,1248.96,2
4246,PRTN-282,28-04-2024,standard,west,hot,228.9,20.16,no,delivered,1204.98,5
4247,PRTN-127,30-09-2024,two day,central,clear,123.2,44.37,no,delivered,749.11,4
4248,PRTN-129,23-11-2024,two day,central,stormy,210.9,31.48,no,delivered,1148.94,4
4262,PRTN-470,22-10-2024,same day,north,clear,216.3,28.0,no,delivered,1265.5,5
4264,PRTN-165,02-11-2024,express,east,stormy,257.2,33.38,yes,delayed,1436.14,2
4268,PRTN-417,29-11-2024,express,west,foggy,99.8,46.48,no,delivered,688.44,3
4270,PRTN-067,17-07-2024,same day,east,cold,114.4,10.35,no,delivered,703.05,3
4272,PRTN-465,10-12-2024,two day,east,cold,5.1,18.9,no,delivered,95.6674,5
4275,PRTN-075,22-07-2024,standard,north,cold,112.6,30.92,no,delivered,655.76,5
4288,PRTN-058,20-03-2024,same day,south,stormy,238.2,4.25,yes,delayed,1303.75,3
4289,PRTN-241,22-02-2024,standard,east,hot,169.5,30.01,no,delivered,937.53,5
4291,PRTN-129,02-12-2024,two day,south,rainy,48.0,29.12,no,delivered,327.36,5
4294,PRTN-411,05-05-2024,express,east,stormy,272.4,19.29,yes,delayed,1469.87,3
4302,PRTN-210,01-09-2024,standard,west,clear,112.8,37.3,no,delivered,675.9,3
4303,PRTN-055,09-02-2024,express,south,cold,159.0,27.46,yes,delayed,927.38,2
4304,PRTN-420,31-10-2024,standard,south,foggy,283.0,13.54,no,delivered,1455.62,5
4312,PRTN-342,15-11-2024,express,north,rainy,289.8,38.76,no,delivered,1615.28,3
4313,PRTN-209,28-12-2024,two day,central,rainy,140.8,28.55,no,delivered,789.65,4
4315,PRTN-143,01-05-2024,two day,east,clear,297.1,10.45,no,delivered,1526.35,4
4320,PRTN-255,18-07-2024,express,north,foggy,107.0,27.57,yes,failed,667.71,2
